"region_final1","date","specimen","h3n2","h3n2_LL","h3n2_UL","bv","bv_LL","bv_UL"
"Southeast Asia",2016-09-05,7307,391.947368421053,391.899758021854,391.9802675108,48.6277777777778,33.3190895610033,63.2124103623287
"Southeast Asia",2016-09-12,7099,674.666666666667,674.349144205587,674.914766585863,35.8333333333333,25.4543869870575,45.7204294576754
"Southeast Asia",2016-09-19,8281,786,786,786,43.8333333333333,26.7811863833251,60.7466351995747
"Southeast Asia",2016-09-26,9170,681.991071428571,681.975269657385,681.998912008295,52.5,38.8523281810749,65.2606857743133
"Southeast Asia",2016-10-03,7495,617,617,617,45.3571428571429,36.8100616840093,53.451912526829
"Southeast Asia",2016-10-10,9743,694.5,694.09429932405,694.90570067595,39.1666666666667,29.6280234280778,47.3944625415247
"Southeast Asia",2016-10-17,9037,720.808734402852,720.548469666473,720.953893193229,31.8,24.3676357835178,38.1714046898924
"Southeast Asia",2016-10-24,9800,837.952808988764,837.912460239666,837.980915369497,41.65,34.0973344098057,47.6611534755936
"Southeast Asia",2016-10-31,9251,831.971631205674,831.931942160549,831.994126184243,33.0235294117647,25.6667579317986,39.6751611518173
"Southeast Asia",2016-11-07,9900,993.961672473868,993.858822556178,993.999027959039,40.3861111111111,34.0692625955804,46.1913908346352
"Southeast Asia",2016-11-14,10627,1230.92941176471,1230.80368448174,1230.9914359989,53.6923475075649,47.5199799435779,58.8141766424021
"Southeast Asia",2016-11-21,9673,1146.96652719665,1146.91957121559,1146.99308078317,52.7505175983437,45.1118217460723,60.0285379798697
"Southeast Asia",2016-11-28,11678,1669.86922406277,1669.77716529501,1669.93711758356,39.5333333333333,33.8065516938368,44.4687799843385
"Southeast Asia",2016-12-05,10586,1701.84272381095,1701.74601137678,1701.91516358178,43.2820512820513,39.230626549672,46.6549784672818
"Southeast Asia",2016-12-12,10579,1715.55620424428,1715.33956644067,1715.73079837516,49.0809523809524,42.3416072858994,55.4833273064058
"Southeast Asia",2016-12-19,10466,1943.44066915363,1943.19146286433,1943.64459506089,43.9285714285714,38.9425308420047,48.6884562634145
"Southeast Asia",2016-12-26,11070,1987.49249658936,1987.36199324964,1987.60881951234,47.6780303030303,43.2710446357234,51.6872583279248
"Southeast Asia",2017-01-02,11963,2132.51801898113,2132.4121883013,2132.61104594298,44.0462962962963,37.6655013332999,50.5716303578998
"Southeast Asia",2017-01-09,12615,2184.95396495138,2184.57693306434,2185.30031673674,81.9207792207793,64.0747753681974,100.042205331104
"Southeast Asia",2017-01-16,12030,2113.93962930274,2110.81366778842,2117.37775071501,87.9083333333334,64.0362426148759,111.869092281756
"Southeast Asia",2017-01-23,11914,1807.59731261775,1784.56943072293,1830.60312326867,96.2333333333333,78.2016316606906,114.245376436798
"Southeast Asia",2017-01-30,12738,1720.53804975978,1695.09287122803,1745.96777634087,95.0556390977443,74.6161877761548,116.75721563196
"Southeast Asia",2017-02-06,13474,1642.07082909197,1634.45740346704,1649.79949877977,105.387577639752,74.1249416652479,138.482069806064
"Southeast Asia",2017-02-13,14155,1604.56366239892,1563.13994689297,1645.91900285477,145.280295566502,109.883565896894,180.287140557352
"Southeast Asia",2017-02-20,13201,1369.36514581208,1325.47777274803,1413.23126880858,140.985602332787,105.889271608133,171.651450254766
"Southeast Asia",2017-02-27,14353,1296.60027836118,1233.7186271137,1336.3726248956,219.221330005872,181.907121794994,257.271356184977
"Southeast Asia",2017-03-06,13319,952.82328907048,949.342749771052,961.732170310186,217.726574500768,183.151315764207,253.723971658295
"Southeast Asia",2017-03-13,12478,777.536401774774,776.515577945064,779.04804954902,277.038095238095,250.899098836467,305.479535052914
"Southeast Asia",2017-03-20,12304,557.687982131301,557.162725369033,558.873881359219,341.363565834914,288.904744854707,394.435477885675
"Southeast Asia",2017-03-27,13410,577.55900621118,488.866883303669,666.459829927631,416.85210836278,364.873103757264,468.339077705957
"Southeast Asia",2017-04-03,12177,376.734247311828,374.297492544281,381.369313541651,425.929481668423,379.190671283766,472.844308968876
"Southeast Asia",2017-04-10,12607,426.471542401821,377.820544425799,475.225163154001,433.030032432197,392.000109747778,474.301167738568
"Southeast Asia",2017-04-17,11580,379.212506956198,336.817460883472,421.643030166629,426.512615563945,380.128390476543,474.044183248129
"Southeast Asia",2017-04-24,11409,365.910653816098,360.42060648562,378.811930003369,318.959244264507,282.935988981478,356.426490951785
"Southeast Asia",2017-05-01,9780,345.611405835544,345.107632887163,346.146717556292,243.238270237616,218.124429579684,272.128134038278
"Southeast Asia",2017-05-08,10426,409.181526748147,405.945499407343,416.12959130903,226.052742616034,198.212564040185,257.188310598762
"Southeast Asia",2017-05-15,10521,574.616457960644,569.610077291479,580.335416824445,201.031661349403,179.123317818853,225.496420028327
"Southeast Asia",2017-05-22,11142,599.21,582.548777141646,615.755952056148,177.730310077519,151.686603809504,207.117335638807
"Southeast Asia",2017-05-29,10034,680.922827687776,676.452824525673,685.035506683401,119.780660061588,100.780661499649,148.335515757976
"Southeast Asia",2017-06-05,10313,691.019090909091,690.644985892221,691.373255396592,102.558567821068,81.5838807863515,125.411805771439
"Southeast Asia",2017-06-12,10063,740.523147440795,739.720611020721,741.374436717522,83.3282828282829,65.2021169189012,104.854191085728
"Southeast Asia",2017-06-19,10102,1044.41714285714,1041.6155209445,1045.78611840642,78.0740740740741,56.6976573280324,106.649379927075
"Southeast Asia",2017-06-26,11582,1707.97777777778,1706.95392302652,1708.79672028659,70.2843137254902,60.368131568344,81.8508053360911
"Southeast Asia",2017-07-03,11771,2390.94309736158,2389.81318039827,2391.5683115587,51.6228900255755,36.312061175263,70.5230803023909
"Southeast Asia",2017-07-10,12273,3063.59938590821,3062.9043256939,3064.2469636187,56.5,37.8374335354385,85.0211823666899
"Southeast Asia",2017-07-17,12400,3181.70893141946,3177.8829429753,3185.02071087821,56.8171717171717,43.6332284066999,71.720323303979
"Southeast Asia",2017-07-24,11984,2981.14285714286,2979.59058624379,2982.88610952248,51.2795575896262,33.352558263914,70.2174245172989
"Southeast Asia",2017-07-31,11926,2186.27613412229,2185.7259829618,2186.69522903401,68.8898601398601,51.3961791614229,87.6282435707214
"Southeast Asia",2017-08-07,11901,1873.81428571429,1873.44843947075,1874.21624111778,71.2777777777778,53.5345583770036,90.7521143647954
"Southeast Asia",2017-08-14,10716,1426.98756218905,1426.74544683513,1427.27146945841,26.3176470588235,17.7416532668723,36.3472630098293
"Southeast Asia",2017-08-21,10026,1306.25757575758,1304.90257897479,1307.77017760559,49.0342857142857,34.7054495381996,66.4765829322729
"Southeast Asia",2017-08-28,9867,1177.88095238095,1177.77853785437,1177.95199543694,39.4158000848897,25.6869103721284,54.2375092681983
"Southeast Asia",2017-09-04,8052,643,642.03773735128,644.525658350975,50.6226053639847,37.5768824807263,64.6163303176101
"Southeast Asia",2017-09-11,11114,1260.06199482703,1259.26941683653,1260.82279647388,67.0276283468435,50.9462563718413,84.1804501742579
"Southeast Asia",2017-09-18,10006,810.450819672131,808.966819031766,813.22188466458,49.4663182346109,39.9792958557856,59.998753966254
"Southeast Asia",2017-09-25,11450,804.262327416173,801.520963071636,807.744137566068,42.7153846153846,27.448779862928,59.2698510175246
"Southeast Asia",2017-10-02,6807,273.627329192547,273.130321023335,273.945522545683,28.0814536340852,17.2231530739852,39.8216526813648
"Southeast Asia",2017-10-09,11741,523.803069053708,523.634981143193,523.920293918518,50.1266649424544,36.1146986814459,64.9681604163895
"Southeast Asia",2017-10-16,11592,458.937869822485,458.88495765318,458.97482688612,48.6638755980861,32.3292621350057,66.1705708820383
"Southeast Asia",2017-10-23,11451,422.311900958466,421.699412748775,422.740155714533,74.1363636363636,51.4374497639826,97.2209082090788
"Southeast Asia",2017-10-30,12418,385.327338129496,383.811771263265,386.824881928213,59.3771929824561,44.7689002334104,74.7432931231566
"Southeast Asia",2017-11-06,11960,295.142857142857,294.076296263007,295.870184395122,82.2177130044843,56.7629294995015,108.476327053752
"Southeast Asia",2017-11-13,11191,271,271,271,80.2867122067123,52.2287364377941,109.319746247751
"Southeast Asia",2017-11-20,11763,289.166666666667,287.390881249475,289.974746183103,132.224690854736,104.688079561507,161.999100438945
"Southeast Asia",2017-11-27,12474,459.938095238096,456.455058224851,462.331881635397,197.60005969601,159.279168222913,237.377846093445
"Southeast Asia",2017-12-04,13216,500.428030145449,495.986478554765,502.772586700333,224.460192646105,185.27747528358,265.454196552776
"Southeast Asia",2017-12-11,13487,633.794034090909,625.547923916658,642.043285192408,270.179135338346,213.876259231292,327.698063751788
"Southeast Asia",2017-12-18,13692,658.054992915989,649.188841571568,666.954873232436,378.027110237475,307.671578153272,449.749015203038
"Southeast Asia",2017-12-25,14272,675.394680086269,675.295384761258,675.495624131638,372.453876060278,289.109445470888,463.273990900532
"Southeast Asia",2018-01-01,13889,635.223936418887,633.513963813844,637.08640834943,293.01801004868,263.43895263847,330.507552816551
"Southeast Asia",2018-01-08,15273,697.087870047149,694.872640678851,699.177695256397,367.868227445245,282.121754881039,462.743332084887
"Southeast Asia",2018-01-15,18310,845.964595582393,845.156858042253,846.931420696582,398.693151646734,277.464717535595,539.769865342494
"Southeast Asia",2018-01-22,17391,671.9497534814,670.659349741461,673.321164742971,309.804452122774,205.750220405474,436.77577297932
"Southeast Asia",2018-01-29,17832,622.233809074996,621.668223764921,623.032536650118,272.872151577099,169.22423941109,404.372786048733
"Southeast Asia",2018-02-05,18441,556.207320232718,555.688585361549,556.726048665181,253.708478703541,148.390876198551,383.907863962346
"Southeast Asia",2018-02-12,16568,459.297125097125,458.557629395859,459.862211337702,180.574323009114,101.405046208354,286.217256255176
"Southeast Asia",2018-02-19,15053,455.785748286367,455.531741139722,455.996669914507,191.510858050469,88.0336745486577,331.963098795356
"Southeast Asia",2018-02-26,15843,435,435,435,159.469532718473,90.9376790446801,246.584083209918
"Southeast Asia",2018-03-05,14779,351.561090949082,351.33504977897,351.812190494218,147.429223526418,98.3556554648097,215.095679754746
"Southeast Asia",2018-03-12,14408,303.944847439861,303.869680934449,304.014282969756,89.1515453318548,55.3537919475324,132.941746994378
"Southeast Asia",2018-03-19,14115,235.834063047285,235.581850223457,236.030270069009,65.2603700894284,44.4650542300869,92.7753332082755
"Southeast Asia",2018-03-26,13866,203.904626623377,203.287622222985,204.544854800998,52.2750605326876,33.0526144512371,75.9048325920723
"Southeast Asia",2018-04-02,10296,168.007634761221,167.310509985918,168.975406630227,37.4683441558442,21.256056851093,56.4976667688548
"Southeast Asia",2018-04-09,10489,131.662004662005,131.354622331708,131.933966976808,35.0388888888889,25.9786305637404,45.3579824381703
"Southeast Asia",2018-04-16,10007,132.853140782828,132.478307560312,133.248672739451,32.8571428571429,18.4224082565216,49.4287834259639
"Southeast Asia",2018-04-23,10531,89.5833333333333,88.8448525781274,90.211529020566,21.4333333333333,16.3495616083823,27.1457914295227
"Southeast Asia",2018-04-30,9205,60.6194029850746,60.2848619276666,61.0029395295523,25.9444444444444,12.6869053951301,39.8855145837528
"Southeast Asia",2018-05-07,9476,68.2750455373406,68.0698059375152,68.6108629070627,17.25,12.3953443690659,22.4834787955416
"Southeast Asia",2018-05-14,9756,67.0196078431373,67.000506227983,67.0711217364642,13.25,11.1084037586596,15.6075982261787
"Southeast Asia",2018-05-21,9506,56.2,56.0063094632097,56.6023646356165,18.3333333333333,11.5109798021053,25.5656717444724
"Southeast Asia",2018-05-28,9087,39.75,39.4212768029568,39.9633074338239,10.719298245614,5.26837130767345,17.0592706544784
"Southeast Asia",2018-06-04,9775,36.125,36.0165759134401,36.3194845665783,17.2,6.92995992251846,27.1847968824796
"Southeast Asia",2018-06-11,9472,23,23,23,11.5,4.88480354764257,17.6831924826808
"Southeast Asia",2018-06-18,9156,26,26,26,15.6,5.69412044968324,25.4324140135115
"Southeast Asia",2018-06-25,9410,32.7142857142857,32.0814837471202,32.991578510971,12.5,3.46273735128028,22.1006583509747
"Southeast Asia",2018-07-02,9112,74.2,73.0700139403307,74.8874201060884,18.6666666666667,7.57020305351787,30.5372950004199
"Southeast Asia",2018-07-09,9050,60,60,60,10.75,2.43340375865961,19.2825982261787
"Southeast Asia",2018-07-16,9738,51,51,51,10.5,5.25861503463845,16.6053929047149
"Southeast Asia",2018-07-23,9214,74.5714285714286,74.2227780955035,74.881882751243,14.5,3.575,25.425
"Southeast Asia",2018-07-30,9251,61,61,61,16.5,5.575,27.425
"Southeast Asia",2018-08-06,9604,79.7777777777778,79.2611667048944,79.9936805529375,17.0833333333333,9.35095029631021,27.5109285035747
"Southeast Asia",2018-08-13,9284,68.3333333333333,67.4710383114612,69.2654103509004,19.45,4.073711237031,34.8189608769569
"Southeast Asia",2018-08-20,9218,60,60,60,11.75,3.43340375865961,20.2825982261787
"Southeast Asia",2018-08-27,9490,107.214285714286,106.505398220637,107.810095332073,7,2.22547470256055,12.9013167019495
"Southeast Asia",2018-09-03,9930,160.541666666667,159.748497485783,160.983810586045,10,1.45,18.55
"Southeast Asia",2018-09-10,10300,148.555555555556,147.94698065825,148.9362919475,8.08333333333333,1.34598287575304,15.2244843431703
"Southeast Asia",2018-09-17,10098,120,120,120,13.125,2.5536102968619,23.859616397225
"Southeast Asia",2018-09-24,11328,165.8,165.397635364384,165.99369053679,15,5.5,24.5
"Southeast Asia",2018-10-01,12283,156.291666666667,155.448534746746,156.888432604464,16.6666666666667,7.46696575150608,26.6739686863406
"Southeast Asia",2018-10-08,12395,81.1136363636364,80.4139540319411,81.6440490914004,25.8333333333333,5.08757911709343,46.7668861169916
"Southeast Asia",2018-10-15,11908,88.3782051282051,88.0525411987175,88.9556476053957,16,2.7,29.3
"Southeast Asia",2018-10-22,12173,82.8097014925373,82.499002370338,83.0669247717384,15.5,10.275,20.725
"Southeast Asia",2018-10-29,12480,86,86,86,12.5,6.325,18.675
"Southeast Asia",2018-11-05,12735,142.142857142857,141.445556191007,142.763765502486,28.9603174603175,15.1552204289635,42.8917560977475
"Southeast Asia",2018-11-12,13168,138.148328137278,135.402010606042,140.065685579081,23.8333333333333,12.1421641277638,35.3195100989474
"Southeast Asia",2018-11-19,13228,152.584615384615,149.975136730855,155.252618700511,29.25,23.3084037586596,35.4075982261787
"Southeast Asia",2018-11-26,13552,181,179.1,182.9,37.9555555555556,25.6898867514002,49.367363557871
"Southeast Asia",2018-12-03,14609,262.085317460317,262.062557129944,262.111191376965,39.5,23.9332348515789,55.3742538083543
"Southeast Asia",2018-12-10,14577,327.207194244604,327.164126819791,327.254580749658,50.4,33.9175859864885,66.9558795503168
"Southeast Asia",2018-12-17,15816,467.755400636888,466.690667949294,468.221064060734,22.25,16.0151421197906,28.4068842936763
"Southeast Asia",2018-12-24,17677,554.701948627104,554.202777939347,555.202458069384,26.5,19.6163860002037,33.3836139997963
"Southeast Asia",2018-12-31,15448,706.540368615933,702.442369942978,711.206706881379,33.1333333333333,23.3105542350212,43.4291541940658
"Southeast Asia",2019-01-07,20490,1390.04684032176,1379.82603882298,1400.12509356357,72.4536414565826,56.1787861013555,89.7246224792735
"Southeast Asia",2019-01-14,21323,1614.03414552709,1607.80410967256,1619.9705850608,93.4833333333334,71.656582553164,114.725963602913
"Southeast Asia",2019-01-21,21865,1814.99354838176,1810.14235526221,1819.8708227249,108.696078431373,83.9680185766776,131.992487615758
"Southeast Asia",2019-01-28,23935,1905.58090241006,1896.11235952377,1915.05219405478,157.853333333333,133.463190157141,180.093194330462
"Southeast Asia",2019-02-04,13192,1008.68794326241,1008.64912549704,1008.72549851685,61.45,42.2065078311786,79.3937040306576
"Southeast Asia",2019-02-11,18828,1415.84590002251,1414.2857667987,1417.84753564886,169.366599732262,149.077185861495,188.704754145639
"Southeast Asia",2019-02-18,19068,1344.72556089268,1341.74969892917,1351.34699782213,239.737777777778,213.018315727509,262.057674970224
"Southeast Asia",2019-02-25,18810,1504.91892446634,1496.59442699249,1517.93732892275,379.78165081223,357.827012581732,396.589667697791
"Southeast Asia",2019-03-04,17454,1427.41154923508,1426.09545180355,1430.22393188725,640.369343854578,615.978286257045,658.777700900611
"Southeast Asia",2019-03-11,17618,1520.79166666667,1520.02090320398,1522.81551744939,941.895121951219,910.126120854644,969.109828347644
"Southeast Asia",2019-03-18,17066,1240.07341752866,1238.84346194597,1242.55150136755,1432.54046878624,1387.55099881923,1470.92049844633
"Southeast Asia",2019-03-25,17096,1128.27266540643,1127.69979857978,1129.73416200213,1719.1129995973,1665.96801402217,1765.87383179873
"Southeast Asia",2019-04-01,13060,684.775672653115,684.665123705456,685.003212611959,1268.15598290598,1206.97921710006,1324.05882495527
"Southeast Asia",2019-04-08,14083,605.92595124174,605.37873489404,606.869172088275,1393.13650793651,1313.53054625469,1468.24505532384
"Southeast Asia",2019-04-15,12683,461.027272727273,460.570156672756,461.477126165075,1346.97503267974,1276.87551512845,1414.38346444277
"Southeast Asia",2019-04-22,12382,422.5,421.584803547643,422.983192482681,1482.91474738044,1417.79924014127,1537.28851925891
"Southeast Asia",2019-04-29,10317,237,237,237,873.574133955289,829.849157229638,911.751484399394
"Southeast Asia",2019-05-06,11956,226.388888888889,226.184436961784,226.616716336557,1199.62311453684,1170.94388673548,1225.63411277148
"Southeast Asia",2019-05-13,12085,231,231,231,1289.3848973607,1253.25234224753,1317.59061642985
"Southeast Asia",2019-05-20,11670,220,220,220,1069.85140509208,1042.08831104435,1091.79107053287
"Southeast Asia",2019-05-27,11490,191,191,191,1006.70000965065,987.733065099863,1022.17666546336
"Southeast Asia",2019-06-03,10196,207.428571428571,205.336668573021,209.291296507458,813.964445454055,803.188887323862,820.705128801004
"Southeast Asia",2019-06-10,11650,312.545454545455,312.262378076607,312.812913971553,764.156644258754,734.532808953105,786.905154403448
"Southeast Asia",2019-06-17,11816,333.238095238095,332.815622930934,333.617619878549,747.562672462264,713.897942720178,773.741591677548
"Southeast Asia",2019-06-24,11765,380,380,380,634.31989884123,608.220489420638,653.50877800099
"Southeast Asia",2019-07-01,11405,375.871794871795,375.789681031913,375.935926816544,596.631248381248,562.153837930359,616.228434126741
"Southeast Asia",2019-07-08,11968,380.368421052632,379.930396068834,380.733145194988,571.212258329905,538.344720518226,595.8223661457
"Southeast Asia",2019-07-15,12070,369.060878447395,368.264617541373,369.947374004517,556.886469638023,524.550001999112,582.719464947265
"Southeast Asia",2019-07-22,11127,350.181818181818,350.005057157089,350.616994215638,443.951818870785,407.155653085985,477.407357246107
"Southeast Asia",2019-07-29,11206,348.166666666667,348.005050763379,348.521823750105,404.409732018497,372.435956377669,428.204797147834
"Southeast Asia",2019-08-05,12340,443.5,443.233793597659,443.766206402341,402.472135378562,368.987196559064,428.752019034041
"Southeast Asia",2019-08-12,10716,309,309,309,288.015151515152,244.604821999811,329.344150998716
"Southeast Asia",2019-08-19,11140,358,358,358,325.358338999955,271.838061330917,373.025498874643
"Southeast Asia",2019-08-26,10904,323,323,323,261.667803970223,209.963366629166,310.476575119958
"Southeast Asia",2019-09-02,11512,415.112903225806,415.047402257146,415.201896191854,268.227884243128,213.98667644177,317.490562770135
"Southeast Asia",2019-09-09,10047,309.149068322981,308.898888173248,309.440505958632,221.82380952381,169.510347186593,270.503980094041
"Southeast Asia",2019-09-16,11742,356.868852459016,356.522964061711,356.996625004381,205.39040959041,163.534070546609,244.955086558247
"Southeast Asia",2019-09-23,13454,336.110655108438,334.29742595726,337.678637260499,246.110736747529,209.067071435508,281.188730971166
"Southeast Asia",2019-09-30,9840,181.857142857143,181.494699587051,181.996204731506,118.4,76.8588311132074,155.024139253595
"Southeast Asia",2019-10-07,13493,201.054545454545,200.315559626924,201.635976026227,137.383962623951,108.484137413546,161.796596698532
"Southeast Asia",2019-10-14,14242,218.25,217.389357731455,219.404455669034,113.8125,83.0319149078059,142.524492270401
"Southeast Asia",2019-10-21,15090,228.185089598754,226.198779838553,230.14646976468,142.224358974359,123.123677696709,159.13869146615
"Southeast Asia",2019-10-28,14221,284.464190821256,283.316403549003,286.096257310369,131.3,111.213400618899,149.101459191726
"Southeast Asia",2019-11-04,14250,313.229983514937,311.545001532281,315.070909331579,139.200617283951,111.067758232723,164.710745828826
"Southeast Asia",2019-11-11,14412,383.336134453781,380.803852572414,387.582863124387,136,122.259803547643,149.308192482681
"Southeast Asia",2019-11-18,14627,548.285714285714,546.096401913471,551.642579018005,201.49025974026,185.891090699871,213.439075694704
"Southeast Asia",2019-11-25,15579,908.27027027027,906.558881255023,910.333382759891,252.974025974026,242.500000064614,263.440367676315
"Southeast Asia",2019-12-02,15436,1399.65925925926,1395.94150965301,1403.81439332709,355.987712996223,348.599724710127,362.645777889331
"Southeast Asia",2019-12-09,17760,2395.41695441263,2389.06426559715,2402.95681615223,648.33479020979,629.040342523892,666.091487544225
"Southeast Asia",2019-12-16,18262,3176.1831933721,3174.25415289585,3178.43100674279,972.080849889625,959.846399938673,982.479931800484
"Southeast Asia",2019-12-23,17803,3605.17565762978,3603.24713808064,3607.65060059706,1130.7968164794,1118.93200588628,1140.52184229981
"Southeast Asia",2019-12-30,16529,3466.66787374074,3465.08119748725,3470.11594866556,1178.47719298246,1164.93996378848,1188.53777448065
"Southeast Asia",2020-01-06,19155,3363.6979789873,3361.36393186741,3366.88620981342,1372.10031225605,1353.18142147589,1385.38194588441
"Southeast Asia",2020-01-13,18742,2634.05503665326,2631.14387097887,2637.73496082874,1508.61772151899,1485.73896359101,1523.34122990377
"Southeast Asia",2020-01-20,18109,1878.03624438083,1876.5586009843,1880.07360387934,1473.47549019608,1442.14796224131,1495.98742455759
"Southeast Asia",2020-01-27,15117,844.174686125805,842.718905079835,845.864160325952,896.804973258895,879.643076004699,907.533714235657
"Southeast Asia",2020-02-03,13649,397.100040078376,395.566382784442,398.9800100728,537.200738916256,518.918836208426,551.334342504453
"Southeast Asia",2020-02-10,12839,237.538461538462,236.606608919234,238.604497974325,241.613335664743,233.453671388846,248.650176383615
"Southeast Asia",2020-02-17,14070,164.307692307692,164.09924609115,164.571858461878,202.490291262136,198.921809696325,205.789818515698
"Southeast Asia",2020-02-24,14293,188.619047619048,187.589276442497,189.894553308249,197.923076923077,193.55628663372,201.798352892662
"Southeast Asia",2020-03-02,14535,158.924293785311,157.533500346397,160.488694413668,130.477528089888,119.513306246041,141.422235672924
"Southeast Asia",2020-03-09,14772,93,93,93,89.25,76.9211540657743,99.5034363381024
"Southeast Asia",2020-03-16,16301,103.7,103.399906426284,103.92514536858,56.6923076923077,52.1414061224118,60.7915696270726
"Southeast Asia",2020-03-23,15940,45.8787878787878,45.3892048486835,46.5509462940856,26.5,19.8848035476426,32.6831924826808
"Southeast Asia",2020-03-30,14169,15.5,15.025,15.975,13,11.1,14.9
"Southeast Asia",2020-04-06,13493,3,3,3,5.5,5.025,5.975
"Southeast Asia",2020-04-13,13533,8,8,8,3,3,3
"Southeast Asia",2020-04-20,13054,2.66666666666667,2.15811388300842,2.98742088290657,3.5,3.025,3.975
"Southeast Asia",2020-04-27,11934,0,0,0,0,0,0
"Southeast Asia",2020-05-04,10316,1,1,1,0,0,0
"Southeast Asia",2020-05-11,10329,1,1,1,1,1,1
"Southeast Asia",2020-05-18,9053,0,0,0,0,0,0
"Southeast Asia",2020-05-25,8523,1,1,1,0,0,0
"Southeast Asia",2020-06-01,9328,0,0,0,0,0,0
"Southeast Asia",2020-06-08,9209,6,6,6,7,7,7
"Southeast Asia",2020-06-15,9098,1,1,1,1,1,1
"Southeast Asia",2020-06-22,7616,0,0,0,0,0,0
"Southeast Asia",2020-06-29,8519,1,1,1,0,0,0
"Southeast Asia",2020-07-06,9473,0,0,0,1,1,1
"Southeast Asia",2020-07-13,9934,3,3,3,0,0,0
"Southeast Asia",2020-07-20,9706,2,2,2,0,0,0
"Southeast Asia",2020-07-27,10267,2,2,2,1,1,1
"Southeast Asia",2020-08-03,11657,8,8,8,0.5,0.025,0.975
"Southeast Asia",2020-08-10,9469,7,7,7,2,2,2
"Southeast Asia",2020-08-17,10496,7,7,7,1,1,1
"Southeast Asia",2020-08-24,9411,11,11,11,1,1,1
"Southeast Asia",2020-08-31,9425,51,51,51,1,1,1
"Southeast Asia",2020-09-07,9138,47,47,47,3.5,3.025,3.975
"Southeast Asia",2020-09-14,10155,60,60,60,2,2,2
"Southeast Asia",2020-09-21,8923,43,43,43,2,2,2
"Southeast Asia",2020-09-28,11329,56.3333333333333,56.0125791170934,56.8418861169916,4,3.05,4.95
"Southeast Asia",2020-10-05,11066,40,40,40,2,2,2
"Southeast Asia",2020-10-12,13037,46,46,46,0.5,0.025,0.975
"Southeast Asia",2020-10-19,13310,26.5,26.025,26.975,5,4.05,5.95
"Southeast Asia",2020-10-26,12641,31,31,31,5,4.05,5.95
"Southeast Asia",2020-11-02,13656,30,30,30,3,2.05,3.95
"Southeast Asia",2020-11-09,14755,24,24,24,8,6.1,9.9
"Southeast Asia",2020-11-16,16606,27.75,27.2924017738213,27.9915962413404,7,7,7
"Southeast Asia",2020-11-23,16851,24.6666666666667,24.1581138830084,24.9874208829066,3,2.05,3.95
"Southeast Asia",2020-11-30,17143,34.6666666666667,34.0251582341868,35.6837722339832,21,18.15,23.85
"Southeast Asia",2020-12-07,16939,23.75,23.2924017738213,23.9915962413404,25.5,24.075,26.925
"Southeast Asia",2020-12-14,15607,36,36,36,38,35.15,40.85
"Southeast Asia",2020-12-21,18782,8,8,8,63.5,62.075,64.925
"Southeast Asia",2020-12-28,18945,16,16,16,57.5,56.075,58.925
"Southeast Asia",2021-01-04,20791,17,17,17,122.5,122.025,122.975
"Southeast Asia",2021-01-11,23821,22,22,22,128.5,127.434528749685,128.984847709862
"Southeast Asia",2021-01-18,23830,19,19,19,160.5,160.025,160.975
"Southeast Asia",2021-01-25,21742,15,15,15,152.48,151.001639125283,153.924490288783
"Southeast Asia",2021-02-01,21388,8,8,8,126,125.05,126.95
"Southeast Asia",2021-02-08,18194,20,20,20,56,56,56
"Southeast Asia",2021-02-15,17939,10,10,10,57,57,57
"Southeast Asia",2021-02-22,18287,35,35,35,69,68.05,69.95
"Southeast Asia",2021-03-01,18520,46,46,46,86.9277108433735,86.7360632748789,86.9981477634218
"Southeast Asia",2021-03-08,19327,22,22,22,102.990291262136,102.014480673342,103.949751816999
"Southeast Asia",2021-03-15,19998,21,21,21,206.490291262136,205.989332801883,206.974753012247
"Southeast Asia",2021-03-22,19289,28,28,28,198.849246231156,197.760279626787,199.893998719944
"Southeast Asia",2021-03-29,20374,29,29,29,216.990740740741,216.965977548366,216.999764499373
"Southeast Asia",2021-04-05,17628,22,22,22,228,228,228
"Southeast Asia",2021-04-12,18036,34,34,34,259.984,259.941177687864,259.999593308901
"Southeast Asia",2021-04-19,18428,9,9,9,321.484227129338,320.966971018759,321.97459941782
"Southeast Asia",2021-04-26,16738,8,8,8,353.994219653179,353.978729112686,353.999853235484
"Southeast Asia",2021-05-03,15470,7,7,7,308.707641196013,308.477691784672,308.872602754702
"Southeast Asia",2021-05-10,15977,3,3,3,297.986348122867,297.949785257733,297.999653195748
"Southeast Asia",2021-05-17,14980,9,9,9,356.942363112392,356.882664403744,356.981166525716
"Southeast Asia",2021-05-24,14909,8,8,8,460.986270022883,460.949449751461,460.999651599914
"Southeast Asia",2021-05-31,14318,9,9,9,419.937823834197,419.850891808568,419.987121341176
"Southeast Asia",2021-06-07,13326,4,3.05,4.95,385.741452991453,385.260948849725,385.991379239406
"Southeast Asia",2021-06-14,13324,4,4,4,304.989130434783,304.960026383267,304.999723818445
"Southeast Asia",2021-06-21,13140,9.5,9.025,9.975,251.324599708879,250.284129537871,251.974619692108
"Southeast Asia",2021-06-28,12278,30,30,30,182.666666666667,182.158113883008,182.987420882907
"Southeast Asia",2021-07-05,13300,94,94,94,200.425714285714,199.752295012973,200.973108577242
"Southeast Asia",2021-07-12,14735,113,113,113,244.991379310345,244.968315312247,244.999780810211
